TICKER,SECTOR,INDUSTRY
DOYU,Communication Services,Internet Content & Information
PAAS,Basic Materials,Silver
TAK,Healthcare,Drug Manufacturers—Specialty & Generic
DEO,Consumer Defensive,Beverages—Wineries & Distilleries
NRUC,Fund,
IHG,Consumer Cyclical,Lodging
AEG,Financial Services,Insurance—Diversified
AEM,Basic Materials,Gold
ALC,Healthcare,Medical Instruments & Supplies
BCS,Financial Services,Banks—Diversified
BTI,Consumer Defensive,Tobacco
BIP,Utilities,Utilities—Diversified
CAE,Industrials,Aerospace & Defense
CCJ,Energy,Uranium
CEA,Industrials,Airlines
CS,Financial Services,Banks—Diversified
ESLT,Industrials,Aerospace & Defense
E,Energy,Oil & Gas Integrated
ERIC,Technology,Communication Equipment
FMS,Healthcare,Medical Care Facilities
GIL,Consumer Cyclical,Apparel Manufacturing
GFI,Basic Materials,Gold
TV,Communication Services,Telecom Services
JHX,Basic Materials,Building Materials
KB,Financial Services,Banks—Regional
KEP,Utilities,Utilities—Regulated Electric
MFC,Financial Services,Insurance—Life
MUFG,Financial Services,Banks—Diversified
NOK,Technology,Communication Equipment
IX,Financial Services,Credit Services
RCI,Communication Services,Telecom Services
SJR,Communication Services,Telecom Services
SHG,Financial Services,Banks—Regional
SKM,Communication Services,Telecom Services
SQM,Basic Materials,Specialty Chemicals
SONY,Technology,Consumer Electronics
STM,Technology,Semiconductors
SMFG,Financial Services,Banks—Diversified
TECK,Basic Materials,Other Industrial Metals & Mining
TEF,Technology,Telecom Services - Foreign
TM,Consumer Cyclical,Auto Manufacturers
TKC,Communication Services,Telecom Services
UL,Consumer Defensive,Household & Personal Products
STLA,Consumer Cyclical,Auto Manufacturers
CVE,Energy,Oil & Gas Integrated
ENIC,Utilities,Utilities—Regulated Electric
OTEX,Technology,Software—Application
ORAN,Communication Services,Telecom Services
ACH,Basic Materials,Aluminum
AMOV,Communication Services,Telecom Services
LFC,Financial Services,Insurance—Life
PAC,Industrials,Airports & Air Services
AVAL,Financial Services,Banks—Regional
HMC,Consumer Cyclical,Auto Manufacturers
HNP,Fund,
ING,Financial Services,Banks—Diversified
PTR,Energy,Oil & Gas Integrated
SU,Energy,Oil & Gas Integrated
VIV,Communication Services,Telecom Services
TS,Energy,Oil & Gas Equipment & Services
WPM,Basic Materials,Gold
AU,Basic Materials,Gold
FMX,Consumer Defensive,Beverages—Brewers
VALE,Basic Materials,Other Industrial Metals & Mining
AGI,Basic Materials,Gold
BTG,Basic Materials,Gold
DRD,Basic Materials,Gold
SVM,Basic Materials,Silver
XP,Financial Services,Capital Markets
BEDU,Consumer Defensive,Education & Training Services
CAAP,Industrials,Airports & Air Services
FEDU,Consumer Defensive,Education & Training Services
CPLP,Industrials,Marine Shipping
EDN,Utilities,Utilities—Regulated Electric
GMLPF,Fund,
SEAL-PA,Energy,Oil & Gas Midstream
ALIN-PA,Fund,
UGP,Energy,Oil & Gas Refining & Marketing
MT,Basic Materials,Steel
HOLI,Industrials,Electrical Equipment & Parts
CPG,Energy,Oil & Gas E&P
AQN,Utilities,Utilities—Renewable
BLDP,Industrials,Specialty Industrial Machinery
DSGX,Technology,Software—Application
ERF,Energy,Oil & Gas E&P
FNV,Basic Materials,Gold
GRP-UN,Real Estate,REIT—Industrial
BAR,Fund,
DBA,Fund,
GSG,Fund,
KGC,Basic Materials,Gold
RYAAY,Industrials,Airlines
SUZ,Basic Materials,Paper & Paper Products
TU,Communication Services,Telecom Services
TAC,Utilities,Utilities—Independent Power Producers
TWOA,Financial Services,Shell Companies
VET,Energy,Oil & Gas E&P
AUY,Basic Materials,Gold
BSAC,Financial Services,Banks—Regional
LSPD,Technology,Software—Application
CLS,Technology,Electronic Components
ERJ,Industrials,Aerospace & Defense
HBM,Basic Materials,Copper
IAG,Basic Materials,Gold
LPL,Technology,Consumer Electronics
MDWD,Healthcare,Biotechnology
MFG,Financial Services,Banks—Regional
SHEL,Energy,Oil & Gas Integrated
PHYS,Financial Services,Asset Management
IAU,Fund,
FEI,Financial Services,Asset Management
RDWR,Technology,Software—Infrastructure
PSLV,Financial Services,Asset Management
TRP,Energy,Oil & Gas Midstream
QQQ,Fund,
WPP,Communication Services,Advertising Agencies
NGG,Utilities,Utilities—Regulated Electric
TRI,Industrials,Specialty Business Services
EGO,Basic Materials,Gold
QULL,Fund,
CAF,Financial Services,Asset Management
MDY,Fund,
UNG,Fund,
SBS,Utilities,Utilities—Regulated Water
SJT,Energy,Oil & Gas E&P
FNMA,Financial Services,Mortgage Finance
ESTWF,Fund,
PBT,Energy,Oil & Gas Midstream
EMX,Basic Materials,Other Industrial Metals & Mining
HGTXU,Energy,Oil & Gas E&P
VII,Financial Services,Shell Companies
ARBG,Financial Services,Shell Companies
ATA,Financial Services,Shell Companies
CRHC,Financial Services,Shell Companies
CPUH,Financial Services,Shell Companies
GOAC,Financial Services,Shell Companies
GBRG,Financial Services,Shell Companies
MUDS,Financial Services,Shell Companies
PIPP,Financial Services,Shell Companies
PNTM,Financial Services,Shell Companies
PTIC,Financial Services,Shell Companies
LEAP,Financial Services,Shell Companies
IPOD,Financial Services,Shell Companies
IPOF,Financial Services,Shell Companies
GFX,Financial Services,Shell Companies
KWAC,Financial Services,Shell Companies
SNRHU,Financial Services,Shell Companies
EQD,Financial Services,Shell Companies
AMAO,Financial Services,Shell Companies
CHAA,Financial Services,Shell Companies
CLAS,Financial Services,Shell Companies
EBAC,Financial Services,Shell Companies
FZT,Financial Services,Shell Companies
HLAH,Financial Services,Shell Companies
ACQR,Financial Services,Shell Companies
LCAA,Financial Services,Shell Companies
LOKM,Financial Services,Shell Companies
OHPA,Financial Services,Shell Companies
SPKB,Financial Services,Shell Companies
TWNI,Financial Services,Shell Companies
TSPQ,Financial Services,Shell Companies
TETC,Financial Services,Shell Companies
NXJ,Financial Services,Asset Management
GLD,Fund,
EQX,Basic Materials,Gold
GSL,Industrials,Marine Shipping
PSO,Communication Services,Publishing
CD,Technology,Information Technology Services
API,Technology,Software—Application
SIMO,Technology,Semiconductors
GSM,Basic Materials,Other Industrial Metals & Mining
ASX,Technology,Semiconductors
SBR,Energy,Oil & Gas E&P
MANU,Communication Services,Entertainment
SPPP,Financial Services,Asset Management
CGEN,Healthcare,Biotechnology
GLOP,Energy,Oil & Gas Midstream
AUDC,Technology,Communication Equipment
EDD,Financial Services,Asset Management
BPT,Energy,Oil & Gas Refining & Marketing
SNP,Energy,Oil & Gas Integrated
RODI,Fund,
DBC,Fund,
TRVG,Communication Services,Internet Content & Information
PFL,Financial Services,Asset Management
CRNT,Technology,Communication Equipment
CCU,Consumer Defensive,Beverages—Brewers
KT,Communication Services,Telecom Services
USO,Fund,
MEOH,Basic Materials,Chemicals
NIM,Financial Services,Asset Management
SWIR,Technology,Communication Equipment
TX,Basic Materials,Steel
ACB,Healthcare,Drug Manufacturers—Specialty & Generic
JMIA,Consumer Cyclical,Internet Retail
LKNCY,Consumer Cyclical,Restaurants
DBP,Fund,
TSEM,Technology,Semiconductors
FSM,Basic Materials,Silver
MAG,Basic Materials,Silver
YI,Healthcare,Pharmaceutical Retailers
ABST,Technology,Software—Application
ACIU,Healthcare,Biotechnology
ACHL,Healthcare,Biotechnology
AEZS,Healthcare,Biotechnology
ALYA,Technology,Information Technology Services
ALLT,Technology,Software—Infrastructure
AMYT,Healthcare,Drug Manufacturers—Specialty & Generic
ARCO,Consumer Cyclical,Restaurants
AY,Utilities,Utilities—Renewable
JG,Technology,Software—Infrastructure
AUTL,Healthcare,Biotechnology
AZRE,Utilities,Utilities—Renewable
BIOX,Basic Materials,Agricultural Inputs
BVXV,Healthcare,Biotechnology
DOOO,Consumer Cyclical,Recreational Vehicles
CALT,Healthcare,Biotechnology
CAMT,Technology,Semiconductor Equipment & Materials
CSIQ,Technology,Solar
CLLS,Healthcare,Biotechnology
CIH,Technology,Software—Application
COE,Consumer Defensive,Education & Training Services
CYD,Industrials,Specialty Industrial Machinery
COLI,Financial Services,Shell Companies
CNTB,Healthcare,Biotechnology
CRT,Energy,Oil & Gas E&P
DAC,Industrials,Marine Shipping
DWIN,Financial Services,Shell Companies
EQOS,Financial Services,Capital Markets
EVGN,Healthcare,Biotechnology
FANH,Financial Services,Insurance Brokers
FINV,Financial Services,Credit Services
FLNG,Energy,Oil & Gas Midstream
FRSX,Consumer Cyclical,Auto Parts
GILT,Technology,Communication Equipment
GLBS,Industrials,Marine Shipping
GRCL,Healthcare,Biotechnology
GHG,Consumer Cyclical,Lodging
OMAB,Industrials,Airports & Air Services
HMY,Basic Materials,Gold
HIMX,Technology,Semiconductors
HMLP,Energy,Oil & Gas Midstream
IMTX,Healthcare,Biotechnology
IFRX,Healthcare,Biotechnology
DBB,Fund,
ITQ,Financial Services,Shell Companies
ITRN,Technology,Communication Equipment
JKS,Technology,Solar
KMDA,Healthcare,Drug Manufacturers—Specialty & Generic
KNOP,Industrials,Marine Shipping
LX,Financial Services,Credit Services
LITB,Consumer Cyclical,Internet Retail
LGHL,Financial Services,Capital Markets
LAC,Basic Materials,Other Industrial Metals & Mining
LKCO,Communication Services,Internet Content & Information
MGIC,Technology,Information Technology Services
MMX,Basic Materials,Other Precious Metals & Mining
MREO,Healthcare,Biotechnology
METX,Consumer Defensive,Education & Training Services
TIGO,Communication Services,Telecom Services
NTP,Real Estate,Real Estate Services
NNDM,Technology,Computer Hardware
NNOX,Healthcare,Medical Devices
NVGS,Energy,Oil & Gas Midstream
NVCN,Healthcare,Medical Devices
NIU,Consumer Cyclical,Auto Manufacturers
NRAC,Financial Services,Shell Companies
NAAC,Financial Services,Shell Companies
NVMI,Technology,Semiconductor Equipment & Materials
OIIM,Technology,Semiconductors
OEPW,Financial Services,Shell Companies
AIU,Consumer Defensive,Education & Training Services
OCG,Consumer Cyclical,Internet Retail
OR,Basic Materials,Gold
PERI,Communication Services,Internet Content & Information
PHVS,Healthcare,Biotechnology
FENG,Communication Services,Internet Content & Information
PLG,Basic Materials,Other Precious Metals & Mining
PCOM,Fund,
PYPD,Healthcare,Biotechnology
PDS,Energy,Oil & Gas Drilling
PRQR,Healthcare,Biotechnology
FRW,Financial Services,Shell Companies
RADA,Industrials,Aerospace & Defense
RDCM,Communication Services,Telecom Services
RCON,Energy,Oil & Gas Equipment & Services
RENN,Technology,Software—Application
SAND,Basic Materials,Gold
SA,Basic Materials,Gold
SMTS,Basic Materials,Other Industrial Metals & Mining
SILC,Technology,Communication Equipment
SOS,Technology,Software—Infrastructure
SPI,Technology,Solar
SBLK,Industrials,Marine Shipping
TGB,Basic Materials,Copper
TIXT,Technology,Software—Infrastructure
NCTY,Communication Services,Electronic Gaming & Multimedia
TMDI,Healthcare,Medical Devices
TGA,Energy,Oil & Gas E&P
TNP,Energy,Oil & Gas Midstream
TUFN,Technology,Software—Infrastructure
TZPS,Financial Services,Shell Companies
BNO,Fund,
UXIN,Consumer Cyclical,Auto & Truck Dealerships
OUNZ,Fund,
VTRU,Consumer Defensive,Education & Training Services
XNET,Communication Services,Advertising Agencies
DAO,Consumer Defensive,Education & Training Services
CNET,Communication Services,Advertising Agencies
BWMX,Consumer Cyclical,Specialty Retail
SCLE,Financial Services,Shell Companies
BLCT,Communication Services,Internet Content & Information
BORR,Energy,Oil & Gas Drilling
BRCN,Consumer Defensive,Packaged Foods
CYAD,Healthcare,Biotechnology
CSCW,Communication Services,Entertainment
EDAP,Healthcare,Medical Devices
SOLO,Consumer Cyclical,Auto Manufacturers
DBE,Fund,
LMNL,Healthcare,Biotechnology
MNSO,Consumer Cyclical,Specialty Retail
CENN,Consumer Cyclical,Auto Manufacturers
NEXA,Basic Materials,Other Industrial Metals & Mining
OIBZQ,Communication Services,Telecom Services
PMGM,Financial Services,Shell Companies
QLI,Healthcare,Drug Manufacturers—Specialty & Generic
SQNS,Technology,Semiconductors
TEDU,Consumer Defensive,Education & Training Services
TRIB,Healthcare,Diagnostics & Research
TOUR,Consumer Cyclical,Travel Services
VELO,Financial Services,Shell Companies
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WIMI,Communication Services,Advertising Agencies
ZKIN,Basic Materials,Steel
ADRA,Financial Services,Shell Companies
BWAY,Healthcare,Medical Devices
CVII,Financial Services,Shell Companies
DSX,Industrials,Marine Shipping
EURN,Energy,Oil & Gas Midstream
SFUNY,Communication Services,Internet Content & Information
GSAQ,Fund,
IMV,Healthcare,Biotechnology
ITRG,Basic Materials,Other Precious Metals & Mining
MDNA,Healthcare,Biotechnology
NAK,Basic Materials,Other Industrial Metals & Mining
PROF,Healthcare,Medical Devices
NAAS,Consumer Cyclical,Specialty Retail
SECO,Consumer Cyclical,Internet Retail
SLCR,Financial Services,Shell Companies
SVA,Fund,
SNDL,Healthcare,Drug Manufacturers—Specialty & Generic
JOF,Financial Services,Asset Management
FRZA,Consumer Cyclical,Recreational Vehicles
CANF,Healthcare,Biotechnology
DNN,Energy,Uranium
SILV,Basic Materials,Other Precious Metals & Mining
SXTC,Healthcare,Drug Manufacturers—Specialty & Generic
YTRA,Consumer Cyclical,Travel Services
AUOTY,Technology,Electronic Components
GENE,Healthcare,Diagnostics & Research
GIB,Technology,Information Technology Services
MTR,Energy,Oil & Gas E&P
MNDO,Technology,Software—Application
FEO,Financial Services,Asset Management
BSMX,Financial Services,Banks—Regional
NPV,Financial Services,Asset Management
VJET,Technology,Computer Hardware
NMM,Industrials,Marine Shipping
ZIVZF,Fund,
FORTY,Technology,Information Technology Services
DBV,Fund,
FRGT,Technology,Software—Application
HEXO,Healthcare,Drug Manufacturers—Specialty & Generic
VOC,Energy,Oil & Gas E&P
GSS,Basic Materials,Gold
DLNG,Energy,Oil & Gas Midstream
FXE,Fund,
DMF,Financial Services,Asset Management
OGI,Healthcare,Drug Manufacturers—Specialty & Generic
CCVI,Financial Services,Shell Companies
DGL,Fund,
SRL,Financial Services,Capital Markets
VBLT,Healthcare,Biotechnology
DBO,Fund,
MVO,Energy,Oil & Gas E&P
BFZ,Financial Services,Asset Management
AXU,Basic Materials,Other Precious Metals & Mining
MTLS,Technology,Software—Application
SNT,Industrials,Security & Protection Services
ELP,Utilities,Utilities—Diversified
CTKYY,Technology,Software—Application
ZEPP,Technology,Consumer Electronics
GNFT,Healthcare,Biotechnology
PLM,Basic Materials,Other Industrial Metals & Mining
CBD,Consumer Cyclical,Department Stores
AKO-A,Consumer Defensive,Beverages—Non-Alcoholic
GNGYF,Industrials,Railroads
XIN,Real Estate,Real Estate—Development
OBSV,Healthcare,Biotechnology
GLMD,Healthcare,Biotechnology
BTEGF,Energy,Oil & Gas E&P
PGP,Financial Services,Asset Management
CO,Healthcare,Diagnostics & Research
CMCM,Communication Services,Internet Content & Information
ERLFF,Basic Materials,Other Industrial Metals & Mining
BTCM,Technology,Information Technology Services
MTP,Healthcare,Biotechnology
CNTTQ,Healthcare,Drug Manufacturers—Specialty & Generic
NCA,Financial Services,Asset Management
AAU,Basic Materials,Gold
FWP,Healthcare,Biotechnology
PTNR,Communication Services,Telecom Services
TRX,Basic Materials,Gold
WEA,Financial Services,Asset Management
USAS,Basic Materials,Other Industrial Metals & Mining
AENZ,Industrials,Engineering & Construction
PHI,Communication Services,Telecom Services
IVH,Financial Services,Asset Management
GSV,Basic Materials,Gold
IRS,Industrials,Conglomerates
GAU,Basic Materials,Gold
IGIC,Financial Services,Insurance—Diversified
ORLA,Basic Materials,Gold
VIAO,Technology,Electronic Components
ITPOF,Fund,
JENGQ,Fund,
JT,Financial Services,Credit Services
VIVHY,Communication Services,Entertainment
PCRFY,Technology,Consumer Electronics
DCBO,Technology,Software—Application
THTX,Healthcare,Drug Manufacturers—Specialty & Generic
CEPU,Utilities,Utilities—Regulated Electric
ATTO,Industrials,Specialty Business Services
FXB,Fund,
VSTA,Consumer Defensive,Education & Training Services
IMCR,Healthcare,Biotechnology
NCNA,Healthcare,Biotechnology
CYTO,Healthcare,Biotechnology
HTPA,Financial Services,Shell Companies
SHAC,Financial Services,Shell Companies
TMAC,Financial Services,Shell Companies
NXE,Energy,Uranium
IVA,Healthcare,Biotechnology
NNY,Financial Services,Asset Management
NXC,Financial Services,Asset Management
